CODARCO;CODVIA;NOMEVIA;NUMQUART;Quartiere;Da;A;COD_NODO1;COD_NODO2;DATA_ISTIT;LUNGHEZ;CIVICO_MIN;ESPONENTE_;CIVICO_MAS;ESPONENTE0;CIVICO_MI0;ESPONENTE1;CIVICO_MA0;ESPONENTE2;Geo Point;Geo Shape;Codice nazionale Anncsu strada
6655;55400;VIA DEL SOSTEGNO;12;Navile;VIA CRISTOFORO COLOMBO;VIA DEL SOSTEGNO;10699;14300;1997-06-10;304.0;2;;26;3;3;;3;12A;44.52778716598161, 11.334968078522765;"{""coordinates"": [[11.33309482938895, 44.52803367795187], [11.333281603683533, 44.52795971262573], [11.333338530681504, 44.52793749207621], [11.333456290271092, 44.52790670893366], [11.334992538030974, 44.52777818483149], [11.33686087200766, 44.52763221923486]], ""type"": ""LineString""}";759264.0
3859;46150;VIA FRATELLI PINARDI;12;Navile;VIA CICERUACCHIO;VIA STENDHAL;15457;11102;1991-10-21;32.0;8;;8;A;7;;7;C;44.53457085272646, 11.355953628302345;"{""coordinates"": [[11.356149964935229, 44.534543655039094], [11.355757291669459, 44.534598050413834]], ""type"": ""LineString""}";759615.0
6081;11130;VIA CADUTI DI CASTELDEBOLE;11;Borgo Panigale - Reno;VIA CADUTI DI CASTELDEBOLE;VIA CADUTI DI CASTELDEBOLE;13848;13847;1997-05-15;169.0;34;;36;;;;;;44.50056583269311, 11.278877974873513;"{""coordinates"": [[11.277898998186231, 44.500866850495264], [11.279856951560793, 44.50026481489096]], ""type"": ""LineString""}";758973.0
6825;21750;VIA DEL FAGGIOLO;11;Borgo Panigale - Reno;VIA DEL FAGGIOLO;VIA DEL FAGGIOLO;14430;14431;1997-06-13;60.0;;;;;;;;;44.513765884639426, 11.28466284717997;"{""coordinates"": [[11.284360570446083, 44.51392680990908], [11.284965123913855, 44.513604959369765]], ""type"": ""LineString""}";759203.0
6666;2900;VIA DELL'ARCOVEGGIO;12;Navile;VIA DELL'ARCOVEGGIO;VIA DELLA CASA BUIA;11052;14309;1997-06-10;204.0;150;;154;4;;;;;44.54111207458315, 11.351310931301766;"{""coordinates"": [[11.351570750661633, 44.54200134597736], [11.35149843315622, 44.54181255845292], [11.351342750580011, 44.54134003615487], [11.351254585538696, 44.54102555758732], [11.351196286102383, 44.54073875871852], [11.351173079741844, 44.540430666233014], [11.351174546254763, 44.54019919015954]], ""type"": ""LineString""}";759342.0
6670;2900;VIA DELL'ARCOVEGGIO;12;Navile;VIA DEI GIARDINI;VIA DELL'ARCOVEGGIO;13224;14311;1997-06-10;111.0;156;;178;2;61;;65;2;44.542492545978504, 11.352107133267383;"{""coordinates"": [[11.352596504611766, 44.54283505354781], [11.352506847643118, 44.5427715070022], [11.352352175792584, 44.54266707837587], [11.352125395899577, 44.542519410859335], [11.351948443452416, 44.54239588730595], [11.35186306962237, 44.54232801181249], [11.35175747117297, 44.54223679527646], [11.35165367367715, 44.54210902731522]], ""type"": ""LineString""}";759342.0
6205;50050;VIA LUIGI RICCOBONI;14;San Donato - San Vitale;VIA GUSTAVO MODENA;VIA DELLA TORRETTA;6609;13943;1997-05-21;73.0;12;;12;;1;;3;;44.49844340767579, 11.371467406977754;"{""coordinates"": [[11.37126729998712, 44.4981505326724], [11.371653400585366, 44.49871514743569], [11.371660629529593, 44.498739556270735]], ""type"": ""LineString""}";759935.0
6206;39000;VIA GUSTAVO MODENA;14;San Donato - San Vitale;VIA LUIGI RICCOBONI;VIA CORRADO RICCI;13943;10527;1997-05-21;155.0;16;;22;;19;;25;;44.49904806365639, 11.370786413698019;"{""coordinates"": [[11.371660629529593, 44.498739556270735], [11.371636147188587, 44.49875122811553], [11.369911091903436, 44.49935388420548]], ""type"": ""LineString""}";759827.0
6207;35000;VIA CARLOTTA MARCHIONNI;14;San Donato - San Vitale;VIA CARLOTTA MARCHIONNI;VIA LUIGI RICCOBONI;6608;13944;1997-05-21;47.0;;;;;23;;25;;44.49722649879406, 11.370962184361826;"{""coordinates"": [[11.37070343327934, 44.497327651532295], [11.371220935444313, 44.49712534605583]], ""type"": ""LineString""}";759025.0
4480;40920;VIA NAPOLI;16;Savena;VIA GIUSEPPE DOZZA;VIA CASSINO;6834;6835;1991-10-21;233.0;2;;18;;1;;11;;44.47575427211342, 11.391814276088022;"{""coordinates"": [[11.392478343753602, 44.476686874722894], [11.39197608399013, 44.475989795787406], [11.39141254689426, 44.47518609308555], [11.391160283349922, 44.47481460057097]], ""type"": ""LineString""}";760041.0
6928;8100;VIA DELLA BEVERARA;12;Navile;VIA JURIJ ALEKSEEVIC GAGARIN;VIA DELLA BEVERARA;8750;14501;1997-06-16;124.0;68;4;88;;65;;77;;44.51760146223657, 11.331120056985116;"{""coordinates"": [[11.330853377520162, 44.51812417987216], [11.33087458895369, 44.5180698484659], [11.330916933508503, 44.51799897096222], [11.331113628466843, 44.51765019258616], [11.331267516059581, 44.51727808921728], [11.331312614447574, 44.51718606233117], [11.331384150133074, 44.51707799309061]], ""type"": ""LineString""}";759281.0
6930;8100;VIA DELLA BEVERARA;12;Navile;VIA DELLA BEVERARA;VIA DELLA BEVERARA;13789;14502;1997-06-17;54.0;62;;62;A;43;;45;;44.51571177779577, 11.331448321324356;"{""coordinates"": [[11.331374629634515, 44.51547529124622], [11.331522013014197, 44.51594826434532]], ""type"": ""LineString""}";759281.0
6933;8100;VIA DELLA BEVERARA;12;Navile;VIA DELLA BEVERARA;VIA DEL NAVILE;10639;15221;1997-06-17;51.0;126;;132;6;87;;95;4;44.518568285015576, 11.33102918657022;"{""coordinates"": [[11.331134351180781, 44.51878849352712], [11.331047395304198, 44.51859177192035], [11.33100411322044, 44.518513613323314], [11.330913454907995, 44.51835338254206]], ""type"": ""LineString""}";759281.0
6934;8100;VIA DELLA BEVERARA;12;Navile;VIA DELLA BEVERARA;VIA DELLA BEVERARA;14501;15221;1997-06-17;26.0;;;;;79;;81;;44.51824073231394, 11.330870720692033;"{""coordinates"": [[11.330913454907995, 44.51835338254206], [11.33088607980713, 44.51829262511811], [11.330845597590097, 44.51818938218502], [11.330853377520162, 44.51812417987216]], ""type"": ""LineString""}";759281.0
6184;20500;VIA SAN DONATO;14;San Donato - San Vitale;VIA SAN DONATO;VIA SAN DONATO;13929;13930;1997-05-21;44.0;32;;38;;;;;;44.499512809167655, 11.358450961418773;"{""coordinates"": [[11.358525425811665, 44.499324783987035], [11.35843710901125, 44.49954303061095], [11.358380414036652, 44.4997023231802]], ""type"": ""LineString""}";760249.0
6187;33650;VIA FAUSTINO MALAGUTI;14;San Donato - San Vitale;VIA FAUSTINO MALAGUTI;VIA FAUSTINO MALAGUTI;13931;13932;1997-05-21;138.0;;;;;3;;27;;44.49734167092616, 11.358307249103063;"{""coordinates"": [[11.358241104992823, 44.49795854823339], [11.358373393213302, 44.496724793618924]], ""type"": ""LineString""}";759525.0
6193;45550;VIA PIANA;14;San Donato - San Vitale;VIA MICHELINO;VIA PIANA;10559;13935;1997-05-21;57.0;2;;8;2;1;;3;;44.50616394337911, 11.369148976697419;"{""coordinates"": [[11.369490322238159, 44.50609077111863], [11.36880763115668, 44.50623711563958]], ""type"": ""LineString""}";760123.0
6195;45550;VIA PIANA;14;San Donato - San Vitale;VIA PIANA;VIA PIANA;13935;13936;1997-05-21;129.0;;;;;9;;37;;44.50679110622053, 11.369041021331757;"{""coordinates"": [[11.36880763115668, 44.50623711563958], [11.369274411506835, 44.50734509680149]], ""type"": ""LineString""}";760123.0
6199;39350;VIA MONDO;14;San Donato - San Vitale;VIA MONDO;VIA GASPARE UNGARELLI;13067;13939;1997-05-21;110.0;4;4;10;F;;;;;44.501107480569146, 11.366994063053177;"{""coordinates"": [[11.367616031733233, 44.50089311839185], [11.36661624777993, 44.50123850122181], [11.366370859541115, 44.50131815669168]], ""type"": ""LineString""}";760031.0
4460;8130;VIA BEZZECCA;16;Savena;VIA LUIGI LONGO;VIA FRANCESCO CAVAZZONI;6650;6639;1991-10-21;247.0;2;;10;;1;;13;;44.468630795920475, 11.384299340284812;"{""coordinates"": [[11.384784780103278, 44.46934842917886], [11.38454687091428, 44.46916681998176], [11.383933414696394, 44.468745481842376], [11.383738050738833, 44.468623984138], [11.383701798810803, 44.468588622658146], [11.38368605589687, 44.468565400557914], [11.383681579970753, 44.46853606447812], [11.383687431231367, 44.46851828816983], [11.383704775718742, 44.468500262861426], [11.3837325030635, 44.468487755401846], [11.38387911044512, 44.46845177130751], [11.384660227130352, 44.46825876212135], [11.38508339586401, 44.468163973368895]], ""type"": ""LineString""}";758942.0
4461;5380;VIA BASSANO DEL GRAPPA;16;Savena;VIA PORTAZZA;VIA BASSANO DEL GRAPPA;6673;6674;1992-01-10;309.0;4;;4;;5;;25;;44.46841478303768, 11.389854652482382;"{""coordinates"": [[11.38986128454842, 44.46976104666376], [11.38980049348495, 44.46944254659192], [11.389780233015786, 44.46923822434653], [11.389781907430777, 44.46908462273725], [11.38979174015732, 44.468936539981115], [11.389840583281098, 44.468673892516556], [11.38989197802177, 44.46847375075819], [11.389918616215898, 44.46834807474478], [11.389950963327884, 44.46826492457728], [11.38996975334835, 44.468238936750275], [11.390217205526183, 44.46807449944374], [11.390250828434779, 44.46802260655642], [11.38999533064311, 44.4676980823867], [11.38992776160356, 44.467696652221996], [11.389816311463964, 44.467690469041045], [11.389732865230176, 44.46768937115286], [11.389621414382603, 44.46768316979094], [11.389521639764174, 44.467671043256566], [11.389425254360146, 44.46764462156228], [11.389304615688127, 44.46751064905082]], ""type"": ""LineString""}";758915.0
4465;1850;VIA ALTURA;16;Savena;VIA ALTURA;VIA ALTURA;6680;13117;1991-10-21;42.0;;;;;;;;;44.4661958857073, 11.39709180373354;"{""coordinates"": [[11.396912644017142, 44.46633393898939], [11.397258890722513, 44.46606721279345], [11.39726976471573, 44.46605646037646]], ""type"": ""LineString""}";758788.0
6828;21750;VIA DEL FAGGIOLO;11;Borgo Panigale - Reno;VIA DEL FAGGIOLO;VIA DEL FAGGIOLO;14432;14433;1997-06-13;37.0;16;;34;;;;;;44.512853438404434, 11.284177226385296;"{""coordinates"": [[11.283952967964575, 44.51290418084389], [11.284401484806017, 44.51280269596497]], ""type"": ""LineString""}";759203.0
6830;21750;VIA DEL FAGGIOLO;11;Borgo Panigale - Reno;VIA DEL FAGGIOLO;VIA DEL FAGGIOLO;14434;14432;1997-06-13;104.0;34;2;44;;1;10;3;;44.51245345600298, 11.283814263889449;"{""coordinates"": [[11.283751073848526, 44.511986870255], [11.28375436672818, 44.51205536793787], [11.283761848672272, 44.512119343549074], [11.28376550880349, 44.512404282619364], [11.283774715165022, 44.51244863414131], [11.283952967964575, 44.51290418084389]], ""type"": ""LineString""}";759203.0
6452;28600;VIA DELLA GRADA;13;Porto - Saragozza;VIA DELLA GRADA;VIA MONALDO CALARI;14143;4706;1997-06-05;56.0;12;;14;A;19;;21;C;44.497356822769916, 11.328427549981901;"{""coordinates"": [[11.328773386216335, 44.49740233311554], [11.328745131926585, 44.4974063484922], [11.328706847120015, 44.497404851841445], [11.328082272435195, 44.497298613097584]], ""type"": ""LineString""}";759310.0
6453;28600;VIA DELLA GRADA;13;Porto - Saragozza;VIA DELLA GRADA;VIA DELLA GRADA;14143;14144;1997-06-05;147.0;;;;;17;2;17;6D;44.4978629500021, 11.329191316696294;"{""coordinates"": [[11.328773386216335, 44.49740233311554], [11.328772989428376, 44.49746975254621], [11.328789216725818, 44.4975313772753], [11.329040112323506, 44.49805145125476], [11.329058312721692, 44.49806375555311], [11.329080210107863, 44.498070348803346], [11.329105773720933, 44.498069827228186], [11.329765534577206, 44.49789020347949], [11.329786323154192, 44.49786865014612], [11.329777222328872, 44.497837858002164], [11.329760252977092, 44.4978097291631]], ""type"": ""LineString""}";759310.0
5466;45190;VIALE SANDRO PERTINI;11;Borgo Panigale - Reno;ASSE SUD-OVEST;VIA GIOVANNI DOMENICO CASSINI;13371;13369;1996-02-13;183.0;;;;;;;;;44.49060754695876, 11.285269712055262;"{""coordinates"": [[11.286383143286924, 44.49081065155868], [11.285900436693813, 44.49074831561968], [11.285118009816022, 44.49057352146177], [11.284159655510107, 44.49038271554633]], ""type"": ""LineString""}";760284.0
5472;45190;VIALE SANDRO PERTINI;11;Borgo Panigale - Reno;VIA GIUSEPPE SARAGAT;ASSE SUD-OVEST;13367;13373;1996-02-13;182.0;;;;;;;;;44.4924464367713, 11.291786242461326;"{""coordinates"": [[11.292775632837493, 44.49285961030874], [11.291985842404625, 44.49250618375139], [11.291635786342404, 44.49238527563317], [11.291236097593835, 44.492242090920335], [11.29079356784561, 44.49204160774841]], ""type"": ""LineString""}";760284.0
5865;37750;VIA GIUSEPPE MENGONI;12;Navile;VIA GIUSEPPE MENGONI;VIA AMILCARE BORTOLOTTI;13645;13646;1997-05-05;59.0;;;;;;;;;44.5482413076111, 11.350656017759693;"{""coordinates"": [[11.350324446380409, 44.548356098167], [11.35098758913898, 44.54812651705521]], ""type"": ""LineString""}";759789.0
6077;30850;VIA LARGA;14;San Donato - San Vitale;VIA LINO SIGHINOLFI;VIA LARGA;13844;13841;1997-05-15;259.0;52;11;54;16;;;;;44.512706458928314, 11.40153646160962;"{""coordinates"": [[11.402597759282685, 44.511823785587545], [11.401930131415135, 44.51265095544538], [11.401862750274875, 44.512704660089476], [11.401784526548829, 44.51274863600533], [11.400368989359604, 44.51324081826629], [11.400287015231198, 44.5133240241202]], ""type"": ""LineString""}";759859.0
5617;90050;TANGENZIALE CASALECCHIO-SAN LAZZARO;12;Navile;TANGENZIALE CASALECCHIO-SAN LAZZARO;TANGENZIALE CASALECCHIO-SAN LAZZARO;13441;13440;1996-03-06;146.0;;;;;;;;;44.52755749919698, 11.352697711125623;"{""coordinates"": [[11.353532303947825, 44.527287056518844], [11.351863118303422, 44.52782794187512]], ""type"": ""LineString""}";
5056;43830;VIA RINO PANCALDI;14;San Donato - San Vitale;VIA GIUSEPPE MASSARENTI;VIA RINO PANCALDI;13031;6496;1991-10-21;118.0;4;;6;;1;;7;2A;44.493302003306674, 11.361997520436281;"{""coordinates"": [[11.362176287429826, 44.49381557156861], [11.362095487280966, 44.493588487907665], [11.361920308841507, 44.49307149322022], [11.361815266135537, 44.492789698081154]], ""type"": ""LineString""}";760215.0
5033;15150;VIA CAVAIONI;15;Santo Stefano;VIA CAVAIONI;VIA CAVAIONI;4189;3848;1992-01-10;3115.0;6;;12;;3;2;13;;44.43553912273954, 11.292060270312783;"{""coordinates"": [[11.303475696060966, 44.442168734591355], [11.303326486810933, 44.44212119527657], [11.303125202879205, 44.44205479248798], [11.302817777135889, 44.44194120491732], [11.302404334113985, 44.441783247023345], [11.302236341461604, 44.44171335339218], [11.302198334896755, 44.44169720386363], [11.30199318850354, 44.441582955806034], [11.301339218803562, 44.44116067341623], [11.300818403309936, 44.440823065488786], [11.300453546064723, 44.44059929309191], [11.300291589620468, 44.4405828227701], [11.30009235984983, 44.440568525631136], [11.299990251382537, 44.440573400709184], [11.299920038281776, 44.440588913452174], [11.29980949282084, 44.440629194760525], [11.29967100035016, 44.44070949760429], [11.299624723988961, 44.4407329814703], [11.299552759927971, 44.4407541559215], [11.299462840733085, 44.44076865191037], [11.29910979580564, 44.440795505433194], [11.298779034601028, 44.44083880714212], [11.298559717020586, 44.44086437949031], [11.298416378276663, 44.44087148772451], [11.298278401599674, 44.44086440766665], [11.298096352812664, 44.44083706739717], [11.297993304853163, 44.44081800351872], [11.297846185300697, 44.44077868839764], [11.297626600314311, 44.44069714166754], [11.297492966620242, 44.44065050558218], [11.29725711388956, 44.44060592636271], [11.297177714865374, 44.44058779926849], [11.297113538878417, 44.44055667204955], [11.297067811273443, 44.44049416841862], [11.297041084661453, 44.44041438444879], [11.297037677751556, 44.44037780316404], [11.297012838100827, 44.440245819794455], [11.296992000107789, 44.44016590832183], [11.296943253308793, 44.440076700471], [11.296844822592705, 44.439974385057816], [11.296717174720097, 44.43987971545397], [11.296572222004967, 44.439795251747796], [11.29636218513385, 44.43970646139958], [11.296018642029404, 44.43957385711173], [11.295621033336076, 44.439416960487904], [11.295552764188328, 44.4393816924431], [11.295482082307785, 44.43933519253429], [11.295457178859658, 44.439301879277444], [11.295458846869069, 44.43924405764094], [11.29547906601233, 44.43907535528929], [11.295493262465204, 44.43901786690563], [11.295518191834296, 44.438951124028605], [11.295681161795398, 44.438692756431315], [11.295712267944648, 44.438632938383684], [11.295731075131524, 44.43856068290357], [11.295730495695608, 44.438495857366405], [11.295724745183527, 44.438449465242975], [11.295707149953197, 44.438401906896544], [11.295381529054433, 44.43788100640341], [11.295323574511476, 44.43775004854784], [11.295288825971475, 44.43766618516695], [11.29524138059371, 44.43756003437638], [11.295139055659549, 44.437408470134905], [11.294997958014175, 44.43722105341782], [11.294943466428705, 44.437085434377934], [11.294920784522473, 44.437008386391526], [11.294912511993592, 44.43694794673959], [11.29491826172629, 44.43684353526042], [11.294949148926928, 44.43667802149343], [11.294964137347117, 44.43660866972456], [11.29497144694614, 44.43649435995615], [11.294965862864442, 44.43645219568795], [11.294954390038454, 44.436410140798046], [11.294937389811217, 44.4363780639468], [11.294898506610288, 44.436339386911456], [11.294806581248535, 44.43625245049639], [11.294681551025896, 44.436123893907514], [11.294625999294817, 44.43606159572439], [11.294541064578695, 44.43595196689466], [11.294467355346073, 44.435828014204], [11.294397754253806, 44.43570821015154], [11.294349137778452, 44.435621807339935], [11.294292870242844, 44.43554120294458], [11.294166133416153, 44.435368981118174], [11.294091459819498, 44.43527042607647], [11.29402356901268, 44.435194277369085], [11.293961952216103, 44.43512786047158], [11.293894062099314, 44.435051720674004], [11.293853043882269, 44.435008854918934], [11.293799740569819, 44.43495355123075], [11.293744356039905, 44.434895471498116], [11.293709569789064, 44.43486094298463], [11.293670840989334, 44.43482648467028], [11.293622294310008, 44.43479222359687], [11.293575926979853, 44.43476356339148], [11.293508105293155, 44.43473955644542], [11.293476337316081, 44.43473174116183], [11.29342107600417, 44.43472720667475], [11.293360368232072, 44.4347340799255], [11.2932919231135, 44.434743908405366], [11.293035892507767, 44.434836431274114], [11.292832379987276, 44.43491380960916], [11.292686417421574, 44.43495338194657], [11.29259121029138, 44.43498348131822], [11.292478478519241, 44.43501816378334], [11.292369786796256, 44.43505559184979], [11.292160261284195, 44.4351302628886], [11.291809362359167, 44.43526133763973], [11.291460199886517, 44.43538673178163], [11.29099089622705, 44.4355582438951], [11.29060117701308, 44.43570276973008], [11.290364511297536, 44.43578784895087], [11.290176351032095, 44.43585505660919], [11.290003731277391, 44.43591771196485], [11.28987559451055, 44.43596115437724], [11.28975909458324, 44.43600014098948], [11.289681299242408, 44.43602283960318], [11.28959707799282, 44.43603157786571], [11.289505004810277, 44.43599113891437], [11.289421950230523, 44.4359293897619], [11.289356738301409, 44.4358715049866], [11.2892838869531, 44.43581940903965], [11.28920885751732, 44.43576173005386], [11.289160685126365, 44.43573732650406], [11.289108595574977, 44.43571300147964], [11.289049829104414, 44.435683723803706], [11.288908221699149, 44.43559331346717], [11.288755470546466, 44.43550260421573], [11.288578912966504, 44.43540104665134], [11.288409774395829, 44.43526840692023], [11.288211014489915, 44.43511370994654], [11.288129355147392, 44.43504836681912], [11.287932510165327, 44.43490599163899], [11.287834776012279, 44.434833759319645], [11.287760741003963, 44.43477959749104], [11.287683280735056, 44.43471107297242], [11.287590883126326, 44.434628434445905], [11.28754195366974, 44.4345836273199], [11.287477321779212, 44.43455178356213], [11.287437374882535, 44.43453784661496], [11.287375672530658, 44.434536634204974], [11.287299066480731, 44.43454921537428], [11.28712790886201, 44.43459683864342], [11.28704374237487, 44.43459116064748], [11.28697922194345, 44.434605957212], [11.286899966337383, 44.434638226016865], [11.28680393046463, 44.43468546924431], [11.286663788718696, 44.434731336181414], [11.286586463533071, 44.43474417434858], [11.28649545200233, 44.43475435171449], [11.286426298178439, 44.43477664096252], [11.286398014861284, 44.434799507037845], [11.286327697317573, 44.43489149120049], [11.286262729146431, 44.43497083647104], [11.286218902232184, 44.43499400478547], [11.2861550972816, 44.43500364603008], [11.286096248657692, 44.4349908883726], [11.286044424131099, 44.43495849024424], [11.286025740257015, 44.43492821029127], [11.286014664775271, 44.434893591738685], [11.286022155615864, 44.43483631078985], [11.285996483594868, 44.43472673119985], [11.285960899282557, 44.434661958321776], [11.285944190489328, 44.43463302521608], [11.28593495271244, 44.43459558803066], [11.285923008260962, 44.434538687251354], [11.28591796657501, 44.43445935763765], [11.28593413403718, 44.434325263211655], [11.28593092059259, 44.434192943273956], [11.28589964082129, 44.434089048593606], [11.28589087039185, 44.434013979878415], [11.285890915809647, 44.433965211495924], [11.28590316738462, 44.43393012583602], [11.285911054827919, 44.43389686507631], [11.285913392339696, 44.43386659630108], [11.285899528678028, 44.433836831985396], [11.285869389782473, 44.43376218213375], [11.285844846632571, 44.43368184757523], [11.285828285965353, 44.43355071314606], [11.285804978439444, 44.43330779257642], [11.285773624359637, 44.43315235903296], [11.285735262458116, 44.4329663936813], [11.285704342734773, 44.432822087720865], [11.285693775005953, 44.432681587519525], [11.285671133875123, 44.43256913830211], [11.285641756163402, 44.43251398192951], [11.285624237509545, 44.43241399787401], [11.285580302078024, 44.43218495820916], [11.285560415658855, 44.43207386722966], [11.285557625446922, 44.43195269307693], [11.285570131122164, 44.43182424461923], [11.285592132373292, 44.431740187294636], [11.285659411680745, 44.43167055499785], [11.285704096241895, 44.43161949743568], [11.285793899084107, 44.431528509882696], [11.285842257734725, 44.431471797042015], [11.285893177027127, 44.43140761470314], [11.285942528795765, 44.43134995465787], [11.28603705760173, 44.43123100899768], [11.28607186142526, 44.43117596290324], [11.28611600178933, 44.43111097092964], [11.286159925226908, 44.431040419628985], [11.286197007026725, 44.43096905103887], [11.286219055140029, 44.43091102838382], [11.286243652967185, 44.430843645895244], [11.286261556882804, 44.430754106832005], [11.286261681458877, 44.43066227704088], [11.286247201934527, 44.430585783191496], [11.286211009629023, 44.430505681965386], [11.286178133309066, 44.43046034567626], [11.286107889469891, 44.43040463037273], [11.285988693665185, 44.43034012736052], [11.285947011616262, 44.43031866237667], [11.285894961351099, 44.43028068701501], [11.285833578404276, 44.43020249448394], [11.285820039076734, 44.43005504965707], [11.285815578046048, 44.42989071408402], [11.285818018299183, 44.42970392268648], [11.285834610638904, 44.42953080206875], [11.285837180116697, 44.42929803139689], [11.285848870317695, 44.42914869496854], [11.285837983259126, 44.42901931940574], [11.28579297277953, 44.4288125918645], [11.285747364941534, 44.42859053569431], [11.285716406472094, 44.428444844004964], [11.285681163444394, 44.42828947018049], [11.285635185552271, 44.42810784338838], [11.285594836736768, 44.427970694147426], [11.285581374505098, 44.42787481505014], [11.28558426790556, 44.42779951272261], [11.285633002183312, 44.42750310506122], [11.285680175357063, 44.42731682240539], [11.285695916051326, 44.42722174503336], [11.285728320813426, 44.42705527585037], [11.285742161391967, 44.426911468988436], [11.285759286837038, 44.42679745824564], [11.285771984948745, 44.426762579687534], [11.285787876308639, 44.42673774720238], [11.285821383823075, 44.42669945408747], [11.285853555089295, 44.42667651028229], [11.285891974407834, 44.42665979725406], [11.285939625092226, 44.426648499033874], [11.286002036901797, 44.426644278408645], [11.286079916618325, 44.42664689613375], [11.286232353090336, 44.42666614312501], [11.286429804352075, 44.42669283384509], [11.286533378942462, 44.42670552379071], [11.286736271878041, 44.426729035073826], [11.286831635603074, 44.42673284152366], [11.286871560764718, 44.42672059934186], [11.28688707992534, 44.42669010247041], [11.286923084826437, 44.426572859503686]], ""type"": ""LineString""}";759040.0
