CODARCO;CODVIA;NOMEVIA;NUMQUART;Quartiere;Da;A;COD_NODO1;COD_NODO2;DATA_ISTIT;LUNGHEZ;CIVICO_MIN;ESPONENTE_;CIVICO_MAS;ESPONENTE0;CIVICO_MI0;ESPONENTE1;CIVICO_MA0;ESPONENTE2;Geo Point;Geo Shape;Codice nazionale Anncsu strada
7100;61650;VIA CORIOLANO VIGHI;11;Borgo Panigale - Reno;VIA RICHARD WAGNER;VIA MICHELANGELO BUONARROTI;16076;4439;1997-06-19;79.0;22;;22;;17;;23;E;44.497420324948266, 11.28359630995439;"{""coordinates"": [[11.283208052325701, 44.4971923625916], [11.283415068523045, 44.497325196322386], [11.283724587151054, 44.49749832731358], [11.283996403604776, 44.497626838753604]], ""type"": ""LineString""}";759077.0
7102;7950;VIA NINO BERTOCCHI;11;Borgo Panigale - Reno;VIA NINO BERTOCCHI;VIA GIOVANNI CHIARINI;4433;14627;1997-06-19;65.0;32;2;34;B;69;;83;A;44.500834311181194, 11.288892744764958;"{""coordinates"": [[11.28849963556441, 44.500917274762244], [11.289285853965506, 44.50075134760015]], ""type"": ""LineString""}";760054.0
7103;7950;VIA NINO BERTOCCHI;11;Borgo Panigale - Reno;VIA ARGENTINA ALTOBELLI;VIA NINO BERTOCCHI;14627;4435;1997-06-19;11.0;;;;;67;2;67;2;44.50073567448716, 11.289353619442082;"{""coordinates"": [[11.289285853965506, 44.50075134760015], [11.289421384918656, 44.50072000137417]], ""type"": ""LineString""}";760054.0
5698;90090;RACCORDO BORGO PANIGALE-TANGENZIALE;11;Borgo Panigale - Reno;RACCORDO BORGO PANIGALE-TANGENZIALE;VIA MARCO EMILIO LEPIDO;13476;8519;1996-03-07;126.0;;;;;;;;;44.525833834599844, 11.25244249374176;"{""coordinates"": [[11.252400014863401, 44.52640104980734], [11.252418494806232, 44.52628076218161], [11.252506250761188, 44.52570839482487], [11.252492926896432, 44.525604678235105], [11.252316444611965, 44.525296212882985]], ""type"": ""LineString""}";
7138;57750;VIA BENVENUTO TISI;11;Borgo Panigale - Reno;VIA BENVENUTO TISI;VIA BENVENUTO TISI;14653;14654;1997-06-19;20.0;;;;;7;;9;;44.50231756312563, 11.301174802622462;"{""coordinates"": [[11.301292735315554, 44.50228101652138], [11.301056869929372, 44.50235410972988]], ""type"": ""LineString""}";758935.0
7140;55550;VIA ARMANDO SPADINI;11;Borgo Panigale - Reno;VIA SPERANZA;VIA ARMANDO SPADINI;8628;14656;1997-06-19;100.0;2;;2;A;1;;9;;44.504382313515606, 11.294400168709064;"{""coordinates"": [[11.294970051427669, 44.50418715744158], [11.29383028599046, 44.504577469589634]], ""type"": ""LineString""}";758873.0
5602;90050;TANGENZIALE CASALECCHIO-SAN LAZZARO;14;San Donato - San Vitale;TANGENZIALE CASALECCHIO-SAN LAZZARO;TANGENZIALE CASALECCHIO-SAN LAZZARO;13411;13434;1996-03-06;108.0;;;;;;;;;44.5218095148164, 11.364855224569673;"{""coordinates"": [[11.364704253826844, 44.522254934055304], [11.364774331893562, 44.522171307091085], [11.36483702579984, 44.52209644849504], [11.364943712293927, 44.521945444173376], [11.364970278717893, 44.52187276537853], [11.364977522018743, 44.521798659397525], [11.36496971616159, 44.52173731572447], [11.364951078927898, 44.52168412769561], [11.364916241658968, 44.5216311222443], [11.36487894805979, 44.5215861349234], [11.36481912540847, 44.52152299705133], [11.36476502837711, 44.521479447108895], [11.364711343456243, 44.52144794301304], [11.364639243067897, 44.521415668043716]], ""type"": ""LineString""}";
7546;5300;VIA BASSA DEI SASSI;14;San Donato - San Vitale;VIA ENRICO MATTEI;VIA ENRICO MATTEI;7014;15277;1997-10-02;28.0;;;;;;;;;44.49501064999194, 11.401822075781052;"{""coordinates"": [[11.40175322089686, 44.49489493022127], [11.401890930665246, 44.49512636976261]], ""type"": ""LineString""}";759168.0
7548;37000;VIA ENRICO MATTEI;14;San Donato - San Vitale;VIA AGOSTINO BARELLI;VIA ENRICO MATTEI;15276;15278;1997-10-02;29.0;;;;;;;;;44.49501027156279, 11.400554210144195;"{""coordinates"": [[11.400725953172277, 44.495051200102445], [11.400382467116112, 44.494969343023136]], ""type"": ""LineString""}";759494.0
9881;57200;VIA DEL TERRAPIENO;14;San Donato - San Vitale;VIA DEL TERRAPIENO;ROTONDA MADRE TERESA DI CALCUTTA;13243;17198;2006-09-27;187.0;;;;;15;;15;;44.50119062033317, 11.379697813433094;"{""coordinates"": [[11.378729583492442, 44.5007199942002], [11.378832465996197, 44.5007805801712], [11.379727465250864, 44.501193985938315], [11.380288168879728, 44.50147809297433], [11.380661065026771, 44.50167214534698]], ""type"": ""LineString""}";759266.0
10821;22070;VIA RENATO FAVA;11;Borgo Panigale - Reno;VIA DEL TRIUMVIRATO;NOME VIA DA ISTITUIRE;14476;17549;2012-04-10;33.0;;;;;;;;;44.51515448610561, 11.292543042222889;"{""coordinates"": [[11.292399269622635, 44.51505068192999], [11.292603689036552, 44.51519595624498], [11.29264640267336, 44.515225401037036], [11.292674309238135, 44.51526997041738]], ""type"": ""LineString""}";760510.0
10822;22070;VIA RENATO FAVA;11;Borgo Panigale - Reno;VIA DEL TRIUMVIRATO;NOME VIA DA ISTITUIRE;17547;17549;2012-04-10;80.0;;;;;;;;;44.51561577263066, 11.292812652980905;"{""coordinates"": [[11.292674309238135, 44.51526997041738], [11.292674846355425, 44.51527083287862], [11.29295083677321, 44.515961655799714]], ""type"": ""LineString""}";760510.0
10824;22070;VIA RENATO FAVA;11;Borgo Panigale - Reno;VIA DEL TRIUMVIRATO;NOME VIA DA ISTITUIRE;17547;17551;2012-04-10;48.0;;;;;;;;;44.516160714357966, 11.293080304477096;"{""coordinates"": [[11.29295083677321, 44.515961655799714], [11.293012466745338, 44.51611531594489], [11.293065987698817, 44.516184478853276], [11.293126890882505, 44.51622917752479], [11.29321712441523, 44.5162831987819], [11.293266058292922, 44.51631080789361]], ""type"": ""LineString""}";760510.0
10770;33510;ROTONDA IGNAZIO MAGNANI;11;Borgo Panigale - Reno;VIA DELLA SALUTE;VIA BRUNO BENCIVENNI;17527;17528;2010-12-03;16.0;;;;;;;;;44.523243270503656, 11.273548918981225;"{""coordinates"": [[11.273454113396133, 44.52323844575516], [11.27348851135735, 44.52323246720066], [11.273516208779228, 44.52323118637825], [11.273548217439924, 44.52323495114176], [11.273575112022781, 44.52323955595993], [11.273595027408707, 44.523249458237316], [11.273620329957916, 44.52326586109105], [11.273634283957817, 44.52328102255161]], ""type"": ""LineString""}";760527.0
10776;59350;VIA DEL TRIUMVIRATO;11;Borgo Panigale - Reno;VIA DEL TRIUMVIRATO;ROTONDA PATRIZIA VICINELLI;14476;17530;2010-12-07;189.0;16;;20;2;;;;;44.515876386399356, 11.292741366886096;"{""coordinates"": [[11.292399269622635, 44.51505068192999], [11.29299770478257, 44.51652121386352], [11.293156379492144, 44.51664751934394]], ""type"": ""LineString""}";759273.0
10777;61540;ROTONDA PATRIZIA VICINELLI;11;Borgo Panigale - Reno;VIA DEL TRIUMVIRATO;VIA DEL TRIUMVIRATO;17529;17530;2014-03-28;26.0;;;;;;;;;44.51675176791814, 11.29313152468738;"{""coordinates"": [[11.293156379492144, 44.51664751934394], [11.293132454104338, 44.51666563597286], [11.293109869493023, 44.51669483482376], [11.293102889086024, 44.51672633096287], [11.293104067322282, 44.51675635784281], [11.293117050236079, 44.51678484222286], [11.293138063687097, 44.51680859198412], [11.293160631056994, 44.516825126482765], [11.293197782187596, 44.51684135901045]], ""type"": ""LineString""}";760572.0
10782;61610;PIAZZA SERGIO VIEIRA DE MELLO;12;Navile;VIA GIUSEPPE DOSSETTI;PIAZZA SERGIO VIEIRA DE MELLO;16994;17532;2010-12-13;69.0;2;;6;;3;;5;;44.51166176010644, 11.356861613667736;"{""coordinates"": [[11.356427728771976, 44.51166564995438], [11.357295498563493, 44.5116578702585]], ""type"": ""LineString""}";760566.0
9507;18000;VIA ANDREA COSTA;13;Porto - Saragozza;ROTONDA FULVIO BERNARDINI;VIA FERRUCCIO MAGNANI;4596;17072;2004-07-20;102.0;;;;;155;;157;D;44.49446214929267, 11.313496929271553;"{""coordinates"": [[11.312888531908039, 44.49431177969748], [11.313907652484316, 44.49456416635191], [11.314106025176995, 44.49460958741199]], ""type"": ""LineString""}";758801.0
9510;7440;ROTONDA FULVIO BERNARDINI;13;Porto - Saragozza;VIA ANDREA COSTA;VIA IRMA BANDIERA;17072;17071;2004-07-20;14.0;;;;;;;;;44.4945515379315, 11.314151036585166;"{""coordinates"": [[11.314106025176995, 44.49460958741199], [11.314106826792763, 44.494606006137246], [11.314109697868698, 44.4945968733275], [11.314113680362006, 44.49458849221003], [11.314118195783458, 44.494579911234716], [11.314123542220695, 44.49457198860715], [11.31412943297553, 44.494564153973535], [11.314136281242677, 44.49455667803778], [11.314144079903102, 44.49454938089227], [11.314152166437177, 44.494542365993276], [11.314161087901619, 44.4945361083905], [11.314170686832892, 44.49453012513612], [11.314180450344733, 44.494524804736045], [11.314191042845593, 44.494519773617576], [11.314201917771701, 44.49451520490728], [11.314213537164429, 44.494511332308164]], ""type"": ""LineString""}";760472.0
6630;63100;VIA FRANCESCO ZANARDI;12;Navile;VIA FRANCESCO ZANARDI;VIA FRANCESCO ZANARDI;14275;14281;1997-06-10;158.0;;;;;391;;391;22;44.53252504037569, 11.316057986552835;"{""coordinates"": [[11.31510982255494, 44.532731434801626], [11.315813322681876, 44.5325762754263], [11.317006816924435, 44.532321717960514]], ""type"": ""LineString""}";759601.0
10283;750;VIA AGUCCHI;12;Navile;VIA AGUCCHI;VIA AGUCCHI;17342;17340;2007-05-18;56.0;;;;;;;;;44.51508095795125, 11.303821324774212;"{""coordinates"": [[11.30370753499413, 44.514840833424394], [11.303935114554294, 44.5153210824781]], ""type"": ""LineString""}";758722.0
10286;750;VIA AGUCCHI;12;Navile;VIA AGUCCHI;VIA AGUCCHI;17340;17344;2007-05-18;29.0;98;;98;;;;;;44.5153650008804, 11.303761615030284;"{""coordinates"": [[11.303935114554294, 44.5153210824781], [11.303588115506274, 44.51540891928269]], ""type"": ""LineString""}";758722.0
11673;12450;VIA ANTONIO CANOVA;14;San Donato - San Vitale;VIA ANTONIO CANOVA;VIA ANTONIO CANOVA;14076;17921;1997-06-04;80.0;18;;20;;19;;19;;44.485863677982266, 11.400534739683462;"{""coordinates"": [[11.400084195840657, 44.486021510839116], [11.400985283526266, 44.485705845125416]], ""type"": ""LineString""}";758833.0
11458;12240;VIA DINO CAMPANA;14;San Donato - San Vitale;VIA DINO CAMPANA;VIA DINO CAMPANA;10885;17823;2019-04-01;64.0;;;;;;;;;44.513305959916195, 11.397896045724773;"{""coordinates"": [[11.397724351828769, 44.51304439132437], [11.397780929187025, 44.513175594450196], [11.398094923735774, 44.51355078765495]], ""type"": ""LineString""}";759434.0
11532;58070;VIA CLETO TOMBA;14;San Donato - San Vitale;;;17855;17856;2020-05-08;62.0;;;;;;;;;44.507244780632476, 11.35900256709592;"{""coordinates"": [[11.358781392120376, 44.50747484307476], [11.359223742071466, 44.5070147181902]], ""type"": ""LineString""}";759068.0
11857;8550;VIA DELLE BISCIE;14;San Donato - San Vitale;VIA DELLE BISCIE;VIA DELL'INDUSTRIA;10921;18021;2022-09-01;124.0;;;;;;;;;44.50648554435879, 11.41846068917911;"{""coordinates"": [[11.418254039385635, 44.505953906783446], [11.418376352127098, 44.50619284520205], [11.418459895528317, 44.506441553433426], [11.418559268616677, 44.506777296038436], [11.41861242173025, 44.50703638880307]], ""type"": ""LineString""}";759348.0
11407;21960;VIA MARIO FANTIN;12;Navile;VIA MARIO FANTIN;VIA MARIO FANTIN;17799;17800;2018-11-28;125.0;;;;;;;;;44.5118159106881, 11.329881297955437;"{""coordinates"": [[11.330279298255382, 44.51218071679842], [11.330161765733097, 44.51174718489282], [11.330140744587425, 44.51170968618696], [11.330101234469812, 44.511698519265444], [11.330037122023018, 44.51169982791114], [11.329254563365627, 44.511803645391055]], ""type"": ""LineString""}";759980.0
11903;15200;VIA ANTONIO CAVALIERI DUCATI;11;Borgo Panigale - Reno;;;14365;18044;1997-06-12;286.0;12;15;66;;3;;3;;44.51607557768998, 11.268985592291019;"{""coordinates"": [[11.269743886490765, 44.517244029175295], [11.269615454554842, 44.51705865418452], [11.269142664901514, 44.516319408853796], [11.268723726722767, 44.515652120059976], [11.268218782893735, 44.51491273552827]], ""type"": ""LineString""}";758834.0
11332;8370;ROTONDA AMEDEO BIAVATI;14;San Donato - San Vitale;VIA DELL'ARTIGIANO;VIA ADELAIDE RISTORI;17762;17763;2018-04-12;7.0;;;;;;;;;44.50363292088187, 11.368052689508355;"{""coordinates"": [[11.368010960410032, 44.50364114474946], [11.36802849705872, 44.5036346412085], [11.368053521549102, 44.50363038601759], [11.368074346000345, 44.50363020608916], [11.368095290321538, 44.50363298551559]], ""type"": ""LineString""}";1181898.0
8008;53430;VIA GEROLAMO SAVONAROLA;11;Borgo Panigale - Reno;VIA GEROLAMO SAVONAROLA;VIA MARCO EMILIO LEPIDO;15973;15972;1997-12-17;142.0;;;;;;;;;44.52025923194616, 11.26834795104342;"{""coordinates"": [[11.269067447674086, 44.520121146232086], [11.268072293317262, 44.520441940984846], [11.26776959354447, 44.51999066067635]], ""type"": ""LineString""}";759744.0
8009;53300;VIA SAN SAVINO;12;Navile;VIA SAN SAVINO;VIA SAN SAVINO;15951;15974;1997-12-17;71.0;4;;4;;13;;29;;44.548946056399366, 11.354061046872456;"{""coordinates"": [[11.354294982881193, 44.54922047684055], [11.353854295558934, 44.548702341880045], [11.35381842167982, 44.54868218678784]], ""type"": ""LineString""}";760276.0
8015;59350;VIA DEL TRIUMVIRATO;11;Borgo Panigale - Reno;VIA DEL TRIUMVIRATO;VIA DEL TRIUMVIRATO;13744;15978;1997-12-17;44.0;;;;;;;;;44.522620026014785, 11.295511391601202;"{""coordinates"": [[11.295736046407411, 44.52250574013098], [11.295669116179143, 44.52254230411424], [11.295285517898579, 44.52273196828123]], ""type"": ""LineString""}";759273.0
8017;59350;VIA DEL TRIUMVIRATO;11;Borgo Panigale - Reno;VIA DEL TRIUMVIRATO;VIA DEL TRIUMVIRATO;15978;15979;1997-12-17;32.0;70;;72;;;;;;44.52260275270598, 11.295192928875547;"{""coordinates"": [[11.295285517898579, 44.52273196828123], [11.295100339852517, 44.52247353713073]], ""type"": ""LineString""}";759273.0
8433;14550;VIA CASTELMERLO;14;San Donato - San Vitale;VIA CASTELMERLO;VIA DEI GRACCHI;6594;16392;1998-07-07;78.0;22;;44;;17;;17;;44.49117475384487, 11.378268791752456;"{""coordinates"": [[11.378147899804967, 44.49083537237818], [11.378389683699945, 44.491514135311554]], ""type"": ""LineString""}";759037.0
8371;54900;VIA LUIGI SILVAGNI;15;Santo Stefano;VIA LUIGI SILVAGNI;VIA LUIGI SILVAGNI;16345;16348;1998-06-30;34.0;;;;;29;;31;A;44.481048442408905, 11.369444676368012;"{""coordinates"": [[11.3692553889389, 44.48111736116022], [11.36963396379712, 44.48097952365758]], ""type"": ""LineString""}";759938.0
8676;59670;VIA UMBRO LORENZINI;11;Borgo Panigale - Reno;VIA MARCO EMILIO LEPIDO;VIA UMBRO LORENZINI;16876;16873;1999-06-18;69.0;;;;;;;;;44.53012198004806, 11.239568953728273;"{""coordinates"": [[11.239401722276174, 44.52990526472107], [11.239354690116249, 44.52996498297968], [11.239348730441144, 44.53002389553399], [11.239377455679428, 44.53007624002607], [11.239416443190308, 44.530128392199146], [11.239495645899229, 44.53015769919441], [11.239597109803357, 44.530177755909826], [11.239743452149465, 44.53018958595785], [11.239924072611041, 44.53018456565916]], ""type"": ""LineString""}";760542.0
8680;18720;ROTONDA MARIA ADELE CROCIONI MICHELINI;12;Navile;VIA MARCO POLO;VIA DELLA GRAZIA;16610;16611;1999-06-22;35.0;;;;;;;;;44.51748034467818, 11.328244299709912;"{""coordinates"": [[11.328112738903167, 44.51735850689958], [11.32811668224411, 44.51737442401859], [11.32812140115772, 44.51738991120227], [11.328126467820162, 44.51740117809726], [11.328132051712155, 44.51741279454549], [11.32814239550544, 44.51742797795614], [11.328153699604941, 44.51744168336632], [11.328165223647906, 44.51745427697522], [11.328185645213779, 44.51747164952424], [11.328208814928933, 44.51748694044472], [11.328232358500184, 44.51749929790477], [11.328263100624156, 44.517511688590005], [11.328293935407961, 44.51752040433425], [11.328325440371955, 44.51752636062131], [11.328365286759775, 44.51752977008655], [11.328397044481958, 44.51752912232499], [11.32842307693807, 44.51752657476245]], ""type"": ""LineString""}";760504.0
8687;54150;VIA GIOVANNI SEGANTINI;11;Borgo Panigale - Reno;VIA MELOZZO DA FORLI';ASSE SUD-OVEST;13360;16620;1999-09-08;133.0;30;;38;;59;;63;;44.502656955945355, 11.30590798651595;"{""coordinates"": [[11.306567025333056, 44.50228968466357], [11.305248947698843, 44.503024227227144]], ""type"": ""LineString""}";759735.0
8688;54150;VIA GIOVANNI SEGANTINI;11;Borgo Panigale - Reno;VIA BERRETTA ROSSA;VIA MELOZZO DA FORLI';16620;13887;1999-09-08;82.0;24;;28;B;35;;57;;44.50322831332499, 11.304814457983044;"{""coordinates"": [[11.305248947698843, 44.503024227227144], [11.305153563653608, 44.50308276157819], [11.30493805716985, 44.5031881760621], [11.304764348879075, 44.503259058606716], [11.304574965643589, 44.50333024833166], [11.304362636011039, 44.50339152097311]], ""type"": ""LineString""}";759735.0
10294;11050;VIA CADRIANO;14;San Donato - San Vitale;VIA EVARISTO GUIZZARDI;VIA ROMITA;10796;17349;2007-06-26;698.0;10;2;28;2;7;;19;;44.5219318919787, 11.380602151955062;"{""coordinates"": [[11.379047627906079, 44.52459074740366], [11.379072500693292, 44.524556919616565], [11.379109887097899, 44.52451858181716], [11.37933665449788, 44.52430761610821], [11.379422896909889, 44.52422460652142], [11.379522659550219, 44.52410712338094], [11.379797496597929, 44.52374020294969], [11.37985439834792, 44.523670633342284], [11.379946872256719, 44.523593903245214], [11.380074458033494, 44.5234993361517], [11.380423841910082, 44.52327619687168], [11.380595329209253, 44.523159350651966], [11.380667688187746, 44.523102277893464], [11.380726014465694, 44.52299421027202], [11.380762030242533, 44.522925066801015], [11.380829014895696, 44.52266293807518], [11.380857591746354, 44.522557624462856], [11.380880162464473, 44.52252509564114], [11.380910988988568, 44.52247529878817], [11.38104264978847, 44.52226097479301], [11.381100539088846, 44.522142221060854], [11.381121542729678, 44.52207124800592], [11.3811350211134, 44.52196198205624], [11.381129156954472, 44.52189157845126], [11.381095653970522, 44.52180251293939], [11.381005631068374, 44.52164625202988], [11.380957847299301, 44.5214997780394], [11.380911117211367, 44.52130627976204], [11.38089534670143, 44.52099245588747], [11.380892909965956, 44.52093265779106], [11.380896445580513, 44.520872744127985], [11.381028809465539, 44.5203827204766], [11.381062560661857, 44.520258051404994], [11.381073046277615, 44.52014883885768], [11.381084510503445, 44.51999046099351], [11.381080214166795, 44.51973836227207], [11.381074927416554, 44.51953544711021], [11.381072980777452, 44.51934100568782], [11.381081191405121, 44.51917627685619], [11.381086596140259, 44.51901587375651], [11.38111817183762, 44.518837837906446], [11.38112918684366, 44.51881912590726]], ""type"": ""LineString""}";758969.0
10296;29870;VIA EVARISTO GUIZZARDI;14;San Donato - San Vitale;VIA CADRIANO;VIA EVARISTO GUIZZARDI;17349;17350;2007-06-26;375.0;;;;;3;;41;4;44.518565356380684, 11.379013776862722;"{""coordinates"": [[11.38112918684366, 44.51881912590726], [11.380909344725815, 44.51871888584401], [11.380636285529809, 44.51864229760513], [11.38031105730818, 44.5186104589333], [11.379726440657533, 44.518664635994504], [11.3795645505137, 44.518679777182214], [11.379414287069485, 44.51855494723236], [11.379277999250334, 44.51841177567326], [11.379095287942931, 44.51826504322221], [11.37687088869241, 44.518775976454265]], ""type"": ""LineString""}";760568.0
10820;22070;VIA RENATO FAVA;11;Borgo Panigale - Reno;VIA RENATO FAVA;VIA RENATO FAVA;17547;17548;2012-04-10;119.0;12;;22;;;;;;44.51581846831912, 11.293669378687632;"{""coordinates"": [[11.29295083677321, 44.515961655799714], [11.294387920602054, 44.51567528083852]], ""type"": ""LineString""}";760510.0
6221;36800;VIA GIUSEPPE MASSARENTI;14;San Donato - San Vitale;VIA GIUSEPPE MASSARENTI;VIA NICOLO' PISANO;6618;13954;1997-05-22;18.0;;;;;125;2;135;D;44.493168884608906, 11.376479202297318;"{""coordinates"": [[11.376590044292591, 44.493156615681], [11.376368360302045, 44.49318115353681]], ""type"": ""LineString""}";759786.0
11334;8370;ROTONDA AMEDEO BIAVATI;14;San Donato - San Vitale;VIA SAN DONATO;VIA FERRUCCIO GARAVAGLIA;17768;17765;2018-04-12;16.0;;;;;;;;;44.50376972548667, 11.36806377490509;"{""coordinates"": [[11.36815006611219, 44.5037498638532], [11.36812727654201, 44.50376612714123], [11.3681024192409, 44.50377575341377], [11.368067981405906, 44.503780536989716], [11.368035962811586, 44.50377765419543], [11.368012997734485, 44.50377064045724], [11.367992684356098, 44.5037598356407], [11.367978205558089, 44.50374773045088]], ""type"": ""LineString""}";1181898.0
6898;59350;VIA DEL TRIUMVIRATO;11;Borgo Panigale - Reno;VIA DEL TRIUMVIRATO;VIA DEL TRIUMVIRATO;14473;14480;1997-06-16;38.0;;;;;1;7;1;9;44.51193851937283, 11.291382192341667;"{""coordinates"": [[11.291149705190122, 44.511984827336754], [11.291614679493211, 44.51189221140892]], ""type"": ""LineString""}";759273.0
5588;90060;TANGENZIALE SAN LAZZARO-CASALECCHIO;12;Navile;TANGENZIALE SAN LAZZARO-CASALECCHIO;VIA STALINGRADO;13429;13428;1996-03-06;155.0;;;;;;;;;44.52342705415794, 11.365313414200552;"{""coordinates"": [[11.36592118469539, 44.522898778262594], [11.365894134438784, 44.52303779804176], [11.365873710453595, 44.523092164592775], [11.365843471198096, 44.52315212709126], [11.36578832876639, 44.5232179982286], [11.36574445038911, 44.523251280752], [11.365693087927045, 44.523286509867035], [11.365567768678021, 44.52335743625542], [11.36511376257947, 44.523566448194984], [11.364947470289477, 44.52361844423213], [11.364716889793465, 44.52369694293188], [11.36452336264305, 44.523755093115604]], ""type"": ""LineString""}";
6223;36800;VIA GIUSEPPE MASSARENTI;14;San Donato - San Vitale;VIA GIUSEPPE MASSARENTI;VIA GIUSEPPE MASSARENTI;13954;13955;1997-05-22;128.0;;;;;113;;133;2;44.49261860580518, 11.376184498162525;"{""coordinates"": [[11.376368360302045, 44.49318115353681], [11.376000636023004, 44.49205605807355]], ""type"": ""LineString""}";759786.0
6228;52500;VIA DELLA SALITA;14;San Donato - San Vitale;VIA DELLA SALITA;VIA DELLA SALITA;13958;13959;1997-05-26;48.0;10;;14;;25;;27;;44.494254755007205, 11.379083728433649;"{""coordinates"": [[11.378813430396521, 44.494347339823825], [11.379354026470775, 44.494162170190585]], ""type"": ""LineString""}";759327.0
6231;52500;VIA DELLA SALITA;14;San Donato - San Vitale;VIA DELLA SALITA;VIA DELLA SALITA;13958;13961;1997-05-26;43.0;;;;;29;;39;2;44.49452304480802, 11.378930204000032;"{""coordinates"": [[11.378813430396521, 44.494347339823825], [11.379046977603542, 44.494698749792214]], ""type"": ""LineString""}";759327.0
6233;46100;VIA DEL PILASTRO;14;San Donato - San Vitale;VIA DEL PILASTRO;VIA ALFREDO PANZINI;13962;10836;1997-05-26;446.0;38;;72;;9;2;15;5;44.50802335790189, 11.391796564722634;"{""coordinates"": [[11.389480223770391, 44.50786569142629], [11.390000827925624, 44.50775644858781], [11.390513978315465, 44.50763725859337], [11.391093123300536, 44.50751099430825], [11.391159258243816, 44.50750053438632], [11.391238049464373, 44.50750607693007], [11.391293142120418, 44.50751814759063], [11.391344471908045, 44.50753295280891], [11.391380149460318, 44.50755262320102], [11.391412752222655, 44.50757462664332], [11.391688267555889, 44.50800243570599], [11.39184309975589, 44.50825495429214], [11.391899745137412, 44.50834706989854], [11.391965584023618, 44.50840621450783], [11.392049045551401, 44.50846498079007], [11.392109934044013, 44.50848892101025], [11.392166890383121, 44.50850285173125], [11.392233993469565, 44.50850649591501], [11.39231094550244, 44.508492270626526], [11.392847393615327, 44.5083398125556], [11.39293138396828, 44.50832543030636], [11.393061347760472, 44.50831514364941], [11.393247855057142, 44.50830870381067], [11.393894905843798, 44.50827939957187], [11.394152815349019, 44.50826885007956]], ""type"": ""LineString""}";759245.0
6623;63100;VIA FRANCESCO ZANARDI;12;Navile;VIA FRANCESCO ZANARDI;VIA FRANCESCO ZANARDI;14275;13639;1997-06-10;92.0;384;;476;;383;;389;A;44.53235254501365, 11.314874515034813;"{""coordinates"": [[11.31510982255494, 44.532731434801626], [11.315085650723285, 44.532673786636636], [11.314629807078276, 44.53197865391821]], ""type"": ""LineString""}";759601.0
6504;48500;VIA PUNTA;11;Borgo Panigale - Reno;VIA PUNTA;VIA PUNTA;14212;14215;1997-06-06;26.0;;;;;;;;;44.54440564846429, 11.248103336489988;"{""coordinates"": [[11.24797111869261, 44.54447353498924], [11.248078962883472, 44.544419907795984], [11.24818671518661, 44.544363572548924], [11.248230910879888, 44.544330176015514]], ""type"": ""LineString""}";760187.0
6505;48500;VIA PUNTA;11;Borgo Panigale - Reno;VIA PUNTA;VIA PUNTA;8966;14209;1997-06-06;22.0;;;;;;;;;44.547258484598856, 11.239876502642245;"{""coordinates"": [[11.239842657763843, 44.547356558105875], [11.239881736645374, 44.54723686797527], [11.23991533485489, 44.547162343010164]], ""type"": ""LineString""}";760187.0
6879;28900;VIA DEL GRETO;11;Borgo Panigale - Reno;VIA DEL GRETO;VIA DEL GRETO;14465;14467;1997-06-16;29.0;14;;22;;;;;;44.50997166740103, 11.288046150192717;"{""coordinates"": [[11.287883352906873, 44.50991509929446], [11.288208947478559, 44.51002823550761]], ""type"": ""LineString""}";759216.0
6880;28900;VIA DEL GRETO;11;Borgo Panigale - Reno;VIA DEL GRETO;VIA DEL GRETO;14462;14468;1997-06-16;67.0;6;;10;;3;;11;;44.51081896555341, 11.288002415745957;"{""coordinates"": [[11.287824102681483, 44.510547835050566], [11.288180728810433, 44.51109009605626]], ""type"": ""LineString""}";759216.0
5708;90050;TANGENZIALE CASALECCHIO-SAN LAZZARO;11;Borgo Panigale - Reno;RAMPA TANG.USCITA DUE CASAL.-S.LAZZ.;RAMPA TANG.USCITA DUE CASAL.-S.LAZZ.;13480;13481;1996-03-08;786.0;;;;;;;;;44.51029100644691, 11.276192295996411;"{""coordinates"": [[11.278698084941741, 44.51329488335227], [11.278093557264794, 44.51261367015203], [11.277362892835583, 44.51174845487926], [11.27684632764169, 44.51114250603533], [11.275766055553051, 44.50988288204298], [11.27525943127908, 44.50924024021389], [11.274828129635228, 44.508640684863224], [11.274641277364662, 44.50835249970727], [11.274340384158085, 44.50790036278684], [11.27410902807948, 44.507487369408715], [11.273922461240472, 44.50711771302673]], ""type"": ""LineString""}";
5710;90060;TANGENZIALE SAN LAZZARO-CASALECCHIO;11;Borgo Panigale - Reno;RAMPA TANG.USCITA DUE S.LAZZ.-CASAL.;RAMPA TANG.USCITA DUE S.LAZZ.-CASAL.;13479;13482;1996-03-08;790.0;;;;;;;;;44.510417125959414, 11.275786787053384;"{""coordinates"": [[11.278298659056485, 44.51344377286884], [11.277364058170342, 44.51235216189953], [11.276190773845496, 44.51098262178007], [11.275277086280845, 44.5099090765386], [11.275000837132815, 44.50957037784044], [11.27458771919423, 44.50899777303627], [11.274148038445164, 44.50833427471011], [11.273807034521774, 44.507791046147275], [11.273474723014022, 44.507242457920334]], ""type"": ""LineString""}";
