CODICE;Geo Point;Geo Shape
14663;44.50652342866338, 11.296645824713025;"{""coordinates"": [11.296645824713025, 44.50652342866338], ""type"": ""Point""}"
14379;44.52160714451208, 11.273111098321099;"{""coordinates"": [11.273111098321099, 44.52160714451208], ""type"": ""Point""}"
14382;44.52234091942487, 11.272950866141333;"{""coordinates"": [11.272950866141333, 44.52234091942487], ""type"": ""Point""}"
13936;44.50734509680149, 11.369274411506835;"{""coordinates"": [11.369274411506835, 44.50734509680149], ""type"": ""Point""}"
13937;44.50391761072957, 11.36677307822183;"{""coordinates"": [11.36677307822183, 44.50391761072957], ""type"": ""Point""}"
8837;44.50080256283015, 11.327220372352144;"{""coordinates"": [11.327220372352144, 44.50080256283015], ""type"": ""Point""}"
8834;44.49951478505029, 11.326559405016383;"{""coordinates"": [11.326559405016383, 44.49951478505029], ""type"": ""Point""}"
8754;44.50198516734093, 11.322611376275857;"{""coordinates"": [11.322611376275857, 44.50198516734093], ""type"": ""Point""}"
8825;44.50185553422533, 11.327557579632849;"{""coordinates"": [11.327557579632849, 44.50185553422533], ""type"": ""Point""}"
8846;44.50370937144061, 11.314615721286762;"{""coordinates"": [11.314615721286762, 44.50370937144061], ""type"": ""Point""}"
8761;44.50456700840573, 11.316175965815905;"{""coordinates"": [11.316175965815905, 44.50456700840573], ""type"": ""Point""}"
4565;44.49952046824749, 11.314515989826024;"{""coordinates"": [11.314515989826024, 44.49952046824749], ""type"": ""Point""}"
8829;44.504265497325676, 11.328334940484087;"{""coordinates"": [11.328334940484087, 44.504265497325676], ""type"": ""Point""}"
8853;44.509680778245304, 11.303994840147139;"{""coordinates"": [11.303994840147139, 44.509680778245304], ""type"": ""Point""}"
8857;44.5098819371401, 11.30320359196119;"{""coordinates"": [11.30320359196119, 44.5098819371401], ""type"": ""Point""}"
16133;44.51724239106807, 11.327147640880474;"{""coordinates"": [11.327147640880474, 44.51724239106807], ""type"": ""Point""}"
10859;44.50216446425375, 11.403777815814399;"{""coordinates"": [11.403777815814399, 44.50216446425375], ""type"": ""Point""}"
10853;44.500248830542205, 11.400059629985778;"{""coordinates"": [11.400059629985778, 44.500248830542205], ""type"": ""Point""}"
10846;44.50256605037884, 11.401439918977106;"{""coordinates"": [11.401439918977106, 44.50256605037884], ""type"": ""Point""}"
10843;44.50530154407874, 11.405159940401907;"{""coordinates"": [11.405159940401907, 44.50530154407874], ""type"": ""Point""}"
10870;44.509206608503646, 11.379750510929354;"{""coordinates"": [11.379750510929354, 44.509206608503646], ""type"": ""Point""}"
10876;44.50913185013852, 11.379580848027713;"{""coordinates"": [11.379580848027713, 44.50913185013852], ""type"": ""Point""}"
10877;44.50831139693341, 11.38027540957;"{""coordinates"": [11.38027540957, 44.50831139693341], ""type"": ""Point""}"
10884;44.51322727273468, 11.387936638562486;"{""coordinates"": [11.387936638562486, 44.51322727273468], ""type"": ""Point""}"
14290;44.52111041968392, 11.318212328966384;"{""coordinates"": [11.318212328966384, 44.52111041968392], ""type"": ""Point""}"
14296;44.54461518829939, 11.320403362094522;"{""coordinates"": [11.320403362094522, 44.54461518829939], ""type"": ""Point""}"
8669;44.50485294940046, 11.300851253785652;"{""coordinates"": [11.300851253785652, 44.50485294940046], ""type"": ""Point""}"
8627;44.502511579530164, 11.290976638693342;"{""coordinates"": [11.290976638693342, 44.502511579530164], ""type"": ""Point""}"
8764;44.50116645882428, 11.303657576560308;"{""coordinates"": [11.303657576560308, 44.50116645882428], ""type"": ""Point""}"
8701;44.50923386941464, 11.281132190747963;"{""coordinates"": [11.281132190747963, 44.50923386941464], ""type"": ""Point""}"
8616;44.50860288113451, 11.284094147941845;"{""coordinates"": [11.284094147941845, 44.50860288113451], ""type"": ""Point""}"
8706;44.510259136783276, 11.287612261943508;"{""coordinates"": [11.287612261943508, 44.510259136783276], ""type"": ""Point""}"
10901;44.51089556589399, 11.396164899917316;"{""coordinates"": [11.396164899917316, 44.51089556589399], ""type"": ""Point""}"
10900;44.51003945354807, 11.398128132584711;"{""coordinates"": [11.398128132584711, 44.51003945354807], ""type"": ""Point""}"
15463;44.50925758713755, 11.400191140592316;"{""coordinates"": [11.400191140592316, 44.50925758713755], ""type"": ""Point""}"
10825;44.50938927846267, 11.401238073983196;"{""coordinates"": [11.401238073983196, 44.50938927846267], ""type"": ""Point""}"
10831;44.512635301485574, 11.403118300231757;"{""coordinates"": [11.403118300231757, 44.512635301485574], ""type"": ""Point""}"
8425;44.51843390233905, 11.241506195743577;"{""coordinates"": [11.241506195743577, 44.51843390233905], ""type"": ""Point""}"
14245;44.527917053229444, 11.247257871351227;"{""coordinates"": [11.247257871351227, 44.527917053229444], ""type"": ""Point""}"
8502;44.5273292293997, 11.249436948325263;"{""coordinates"": [11.249436948325263, 44.5273292293997], ""type"": ""Point""}"
15130;44.528545220427496, 11.230456559182322;"{""coordinates"": [11.230456559182322, 44.528545220427496], ""type"": ""Point""}"
15121;44.5326502629194, 11.231723901124873;"{""coordinates"": [11.231723901124873, 44.5326502629194], ""type"": ""Point""}"
15132;44.53580785113079, 11.240569126284438;"{""coordinates"": [11.240569126284438, 44.53580785113079], ""type"": ""Point""}"
8498;44.53713969052919, 11.243313370754727;"{""coordinates"": [11.243313370754727, 44.53713969052919], ""type"": ""Point""}"
14229;44.5413356291256, 11.241307270709685;"{""coordinates"": [11.241307270709685, 44.5413356291256], ""type"": ""Point""}"
16486;44.455215703355876, 11.368974609018688;"{""coordinates"": [11.368974609018688, 44.455215703355876], ""type"": ""Point""}"
16488;44.4522165867711, 11.364109434382598;"{""coordinates"": [11.364109434382598, 44.4522165867711], ""type"": ""Point""}"
16489;44.451976175297396, 11.365346532258982;"{""coordinates"": [11.365346532258982, 44.451976175297396], ""type"": ""Point""}"
16290;44.47622858691134, 11.33646758936763;"{""coordinates"": [11.33646758936763, 44.47622858691134], ""type"": ""Point""}"
16291;44.476420494328224, 11.336450933877398;"{""coordinates"": [11.336450933877398, 44.476420494328224], ""type"": ""Point""}"
16298;44.475490599354615, 11.336150808313112;"{""coordinates"": [11.336150808313112, 44.475490599354615], ""type"": ""Point""}"
5570;44.457148248607616, 11.36956474585526;"{""coordinates"": [11.36956474585526, 44.457148248607616], ""type"": ""Point""}"
15523;44.49192052101341, 11.341827596402728;"{""coordinates"": [11.341827596402728, 44.49192052101341], ""type"": ""Point""}"
15524;44.49199508054414, 11.342250592344861;"{""coordinates"": [11.342250592344861, 44.49199508054414], ""type"": ""Point""}"
10707;44.53562820992175, 11.333483666536022;"{""coordinates"": [11.333483666536022, 44.53562820992175], ""type"": ""Point""}"
8963;44.534447907700255, 11.333200388845352;"{""coordinates"": [11.333200388845352, 44.534447907700255], ""type"": ""Point""}"
15650;44.52615816830575, 11.341835948063153;"{""coordinates"": [11.341835948063153, 44.52615816830575], ""type"": ""Point""}"
13278;44.48463367597491, 11.30011942279026;"{""coordinates"": [11.30011942279026, 44.48463367597491], ""type"": ""Point""}"
13280;44.49492034179637, 11.345561887790636;"{""coordinates"": [11.345561887790636, 44.49492034179637], ""type"": ""Point""}"
13436;44.55200993227048, 11.374266179385286;"{""coordinates"": [11.374266179385286, 44.55200993227048], ""type"": ""Point""}"
15240;44.53366608936257, 11.362191196455163;"{""coordinates"": [11.362191196455163, 44.53366608936257], ""type"": ""Point""}"
13308;44.52475374419292, 11.360313927810012;"{""coordinates"": [11.360313927810012, 44.52475374419292], ""type"": ""Point""}"
13399;44.51511705661491, 11.376628520443242;"{""coordinates"": [11.376628520443242, 44.51511705661491], ""type"": ""Point""}"
13404;44.498603967002744, 11.407117311294256;"{""coordinates"": [11.407117311294256, 44.498603967002744], ""type"": ""Point""}"
13408;44.521467875600926, 11.366331281104662;"{""coordinates"": [11.366331281104662, 44.521467875600926], ""type"": ""Point""}"
13409;44.52173256489397, 11.366577676762786;"{""coordinates"": [11.366577676762786, 44.52173256489397], ""type"": ""Point""}"
13415;44.52406023244377, 11.361722896219185;"{""coordinates"": [11.361722896219185, 44.52406023244377], ""type"": ""Point""}"
13424;44.49455349315349, 11.38869300184818;"{""coordinates"": [11.38869300184818, 44.49455349315349], ""type"": ""Point""}"
15238;44.52270743490696, 11.361902317447845;"{""coordinates"": [11.361902317447845, 44.52270743490696], ""type"": ""Point""}"
13295;44.53043057386597, 11.341511286665556;"{""coordinates"": [11.341511286665556, 44.53043057386597], ""type"": ""Point""}"
13444;44.53117612024935, 11.337561867518682;"{""coordinates"": [11.337561867518682, 44.53117612024935], ""type"": ""Point""}"
13447;44.531384608870255, 11.338112711261443;"{""coordinates"": [11.338112711261443, 44.531384608870255], ""type"": ""Point""}"
13448;44.5317889975181, 11.339208884796536;"{""coordinates"": [11.339208884796536, 44.5317889975181], ""type"": ""Point""}"
13450;44.5246587623387, 11.300108138237624;"{""coordinates"": [11.300108138237624, 44.5246587623387], ""type"": ""Point""}"
14104;44.43684001175315, 11.333018372015308;"{""coordinates"": [11.333018372015308, 44.43684001175315], ""type"": ""Point""}"
14128;44.50094292134731, 11.335014246845681;"{""coordinates"": [11.335014246845681, 44.50094292134731], ""type"": ""Point""}"
14136;44.49998313221876, 11.338324525937992;"{""coordinates"": [11.338324525937992, 44.49998313221876], ""type"": ""Point""}"
14141;44.498528407147084, 11.333591581107234;"{""coordinates"": [11.333591581107234, 44.498528407147084], ""type"": ""Point""}"
13378;44.49153591926187, 11.391457210714261;"{""coordinates"": [11.391457210714261, 44.49153591926187], ""type"": ""Point""}"
13384;44.50348087912678, 11.384799284357248;"{""coordinates"": [11.384799284357248, 44.50348087912678], ""type"": ""Point""}"
16547;44.50414423484577, 11.38877153929523;"{""coordinates"": [11.38877153929523, 44.50414423484577], ""type"": ""Point""}"
13386;44.504197699171485, 11.382265454430996;"{""coordinates"": [11.382265454430996, 44.504197699171485], ""type"": ""Point""}"
15208;44.50541385081019, 11.381340646638659;"{""coordinates"": [11.381340646638659, 44.50541385081019], ""type"": ""Point""}"
13389;44.50285308129709, 11.381151971143161;"{""coordinates"": [11.381151971143161, 44.50285308129709], ""type"": ""Point""}"
15253;44.52354601011156, 11.244560685666613;"{""coordinates"": [11.244560685666613, 44.52354601011156], ""type"": ""Point""}"
14357;44.50847606863742, 11.252124522993372;"{""coordinates"": [11.252124522993372, 44.50847606863742], ""type"": ""Point""}"
14362;44.50397394197133, 11.265805281994355;"{""coordinates"": [11.265805281994355, 44.50397394197133], ""type"": ""Point""}"
14367;44.51868466486843, 11.270692681384181;"{""coordinates"": [11.270692681384181, 44.51868466486843], ""type"": ""Point""}"
14368;44.518395035951606, 11.271575443989395;"{""coordinates"": [11.271575443989395, 44.518395035951606], ""type"": ""Point""}"
14372;44.517303355315924, 11.264059359409865;"{""coordinates"": [11.264059359409865, 44.517303355315924], ""type"": ""Point""}"
14369;44.51680765773491, 11.263673868531349;"{""coordinates"": [11.263673868531349, 44.51680765773491], ""type"": ""Point""}"
14370;44.51697230461637, 11.263211248181737;"{""coordinates"": [11.263211248181737, 44.51697230461637], ""type"": ""Point""}"
14375;44.52002910178368, 11.269854142549914;"{""coordinates"": [11.269854142549914, 44.52002910178368], ""type"": ""Point""}"
14381;44.521431620254695, 11.272384964702534;"{""coordinates"": [11.272384964702534, 44.521431620254695], ""type"": ""Point""}"
14077;44.486817609857525, 11.399025079733288;"{""coordinates"": [11.399025079733288, 44.486817609857525], ""type"": ""Point""}"
14078;44.48660931543109, 11.399661617300689;"{""coordinates"": [11.399661617300689, 44.48660931543109], ""type"": ""Point""}"
14079;44.48640074434146, 11.400310714840941;"{""coordinates"": [11.400310714840941, 44.48640074434146], ""type"": ""Point""}"
14080;44.46704281784761, 11.320361582471465;"{""coordinates"": [11.320361582471465, 44.46704281784761], ""type"": ""Point""}"
14082;44.465471639596515, 11.367813862228658;"{""coordinates"": [11.367813862228658, 44.465471639596515], ""type"": ""Point""}"
14083;44.4648576433682, 11.36769448053173;"{""coordinates"": [11.36769448053173, 44.4648576433682], ""type"": ""Point""}"
14085;44.46489412020978, 11.367255271793063;"{""coordinates"": [11.367255271793063, 44.46489412020978], ""type"": ""Point""}"
14086;44.463542582084024, 11.368251024101314;"{""coordinates"": [11.368251024101314, 44.463542582084024], ""type"": ""Point""}"
14087;44.46301772691895, 11.367962977810462;"{""coordinates"": [11.367962977810462, 44.46301772691895], ""type"": ""Point""}"
14093;44.4560452729741, 11.36687512957612;"{""coordinates"": [11.36687512957612, 44.4560452729741], ""type"": ""Point""}"
14097;44.46728681519315, 11.37362933317128;"{""coordinates"": [11.37362933317128, 44.46728681519315], ""type"": ""Point""}"
14099;44.4694238352976, 11.373927317079842;"{""coordinates"": [11.373927317079842, 44.4694238352976], ""type"": ""Point""}"
7012;44.49407772632543, 11.391512195955125;"{""coordinates"": [11.391512195955125, 44.49407772632543], ""type"": ""Point""}"
7001;44.496549251053516, 11.39982451781489;"{""coordinates"": [11.39982451781489, 44.496549251053516], ""type"": ""Point""}"
7020;44.494826910194064, 11.400739637018138;"{""coordinates"": [11.400739637018138, 44.494826910194064], ""type"": ""Point""}"
7002;44.49597259300119, 11.402095048887814;"{""coordinates"": [11.402095048887814, 44.49597259300119], ""type"": ""Point""}"
7024;44.48425014598172, 11.421501615484527;"{""coordinates"": [11.421501615484527, 44.48425014598172], ""type"": ""Point""}"
6883;44.49572493909698, 11.408365962033713;"{""coordinates"": [11.408365962033713, 44.49572493909698], ""type"": ""Point""}"
15756;44.481311408558696, 11.402372146268647;"{""coordinates"": [11.402372146268647, 44.481311408558696], ""type"": ""Point""}"
8432;44.5078035743288, 11.254230966713152;"{""coordinates"": [11.254230966713152, 44.5078035743288], ""type"": ""Point""}"
8444;44.50683149818982, 11.257893249525377;"{""coordinates"": [11.257893249525377, 44.50683149818982], ""type"": ""Point""}"
8446;44.50248615527823, 11.270317580541906;"{""coordinates"": [11.270317580541906, 44.50248615527823], ""type"": ""Point""}"
15421;44.50792976858441, 11.27991170531997;"{""coordinates"": [11.27991170531997, 44.50792976858441], ""type"": ""Point""}"
14239;44.53904747097737, 11.254582263175259;"{""coordinates"": [11.254582263175259, 44.53904747097737], ""type"": ""Point""}"
14242;44.544559946481954, 11.257705200756977;"{""coordinates"": [11.257705200756977, 44.544559946481954], ""type"": ""Point""}"
14243;44.5446942137855, 11.257255699082176;"{""coordinates"": [11.257255699082176, 44.5446942137855], ""type"": ""Point""}"
14247;44.531914161051425, 11.281190019627363;"{""coordinates"": [11.281190019627363, 44.531914161051425], ""type"": ""Point""}"
8870;44.5261061277103, 11.285127887350624;"{""coordinates"": [11.285127887350624, 44.5261061277103], ""type"": ""Point""}"
8771;44.50294026261629, 11.301688103185493;"{""coordinates"": [11.301688103185493, 44.50294026261629], ""type"": ""Point""}"
16620;44.503024227227144, 11.305248947698843;"{""coordinates"": [11.305248947698843, 44.503024227227144], ""type"": ""Point""}"
8787;44.50112996124921, 11.309306975905905;"{""coordinates"": [11.309306975905905, 44.50112996124921], ""type"": ""Point""}"
16126;44.52101442530673, 11.312105301539411;"{""coordinates"": [11.312105301539411, 44.52101442530673], ""type"": ""Point""}"
16906;44.51670096571609, 11.393734771564406;"{""coordinates"": [11.393734771564406, 44.51670096571609], ""type"": ""Point""}"
16902;44.51606235674958, 11.393686455171238;"{""coordinates"": [11.393686455171238, 44.51606235674958], ""type"": ""Point""}"
11002;44.52730848470193, 11.396018259739236;"{""coordinates"": [11.396018259739236, 44.52730848470193], ""type"": ""Point""}"
13562;44.52851475796166, 11.407381487127545;"{""coordinates"": [11.407381487127545, 44.52851475796166], ""type"": ""Point""}"
11027;44.526416767462855, 11.416170968568167;"{""coordinates"": [11.416170968568167, 44.526416767462855], ""type"": ""Point""}"
8454;44.510001340817425, 11.274514221603205;"{""coordinates"": [11.274514221603205, 44.510001340817425], ""type"": ""Point""}"
10869;44.51021076010521, 11.382082690329216;"{""coordinates"": [11.382082690329216, 44.51021076010521], ""type"": ""Point""}"
7009;44.493898571361036, 11.393430679082348;"{""coordinates"": [11.393430679082348, 44.493898571361036], ""type"": ""Point""}"
4190;44.446038734523725, 11.320753674536247;"{""coordinates"": [11.320753674536247, 44.446038734523725], ""type"": ""Point""}"
4193;44.441481363532304, 11.32461215763723;"{""coordinates"": [11.32461215763723, 44.441481363532304], ""type"": ""Point""}"
9052;44.54642809460697, 11.334879412235894;"{""coordinates"": [11.334879412235894, 44.54642809460697], ""type"": ""Point""}"
6902;44.481307286786404, 11.3809099597862;"{""coordinates"": [11.3809099597862, 44.481307286786404], ""type"": ""Point""}"
6896;44.48083099597217, 11.381984873911213;"{""coordinates"": [11.381984873911213, 44.48083099597217], ""type"": ""Point""}"
6915;44.48191565399814, 11.381628572984555;"{""coordinates"": [11.381628572984555, 44.48191565399814], ""type"": ""Point""}"
6910;44.483224960008535, 11.380970231036196;"{""coordinates"": [11.380970231036196, 44.483224960008535], ""type"": ""Point""}"
6901;44.481729229232506, 11.37947523963284;"{""coordinates"": [11.37947523963284, 44.481729229232506], ""type"": ""Point""}"
14948;44.50675901891651, 11.368357826318395;"{""coordinates"": [11.368357826318395, 44.50675901891651], ""type"": ""Point""}"
14056;44.490202048523145, 11.370912617136158;"{""coordinates"": [11.370912617136158, 44.490202048523145], ""type"": ""Point""}"
14384;44.52282094551046, 11.273251478133927;"{""coordinates"": [11.273251478133927, 44.52282094551046], ""type"": ""Point""}"
14385;44.52267632180826, 11.273682605296903;"{""coordinates"": [11.273682605296903, 44.52267632180826], ""type"": ""Point""}"
14388;44.52493490400596, 11.274564097571373;"{""coordinates"": [11.274564097571373, 44.52493490400596], ""type"": ""Point""}"
14391;44.5182341183293, 11.272901383635872;"{""coordinates"": [11.272901383635872, 44.5182341183293], ""type"": ""Point""}"
14395;44.51519997712073, 11.281122391058005;"{""coordinates"": [11.281122391058005, 44.51519997712073], ""type"": ""Point""}"
14402;44.516957341178916, 11.276493950737752;"{""coordinates"": [11.276493950737752, 44.516957341178916], ""type"": ""Point""}"
14404;44.51766856617489, 11.27454357292079;"{""coordinates"": [11.27454357292079, 44.51766856617489], ""type"": ""Point""}"
14407;44.51760651898615, 11.273478898777077;"{""coordinates"": [11.273478898777077, 44.51760651898615], ""type"": ""Point""}"
14409;44.51809489584404, 11.2751342645795;"{""coordinates"": [11.2751342645795, 44.51809489584404], ""type"": ""Point""}"
14420;44.5205606489589, 11.279092437353185;"{""coordinates"": [11.279092437353185, 44.5205606489589], ""type"": ""Point""}"
10522;44.49879461309638, 11.369475887277135;"{""coordinates"": [11.369475887277135, 44.49879461309638], ""type"": ""Point""}"
10539;44.499748768427686, 11.373269991331382;"{""coordinates"": [11.373269991331382, 44.499748768427686], ""type"": ""Point""}"
10547;44.50184141319815, 11.373050165381994;"{""coordinates"": [11.373050165381994, 44.50184141319815], ""type"": ""Point""}"
10543;44.50096059473128, 11.372068124463611;"{""coordinates"": [11.372068124463611, 44.50096059473128], ""type"": ""Point""}"
10536;44.49897372211878, 11.374825141760454;"{""coordinates"": [11.374825141760454, 44.49897372211878], ""type"": ""Point""}"
10537;44.50026380976161, 11.37495535188629;"{""coordinates"": [11.37495535188629, 44.50026380976161], ""type"": ""Point""}"
10557;44.50180126611061, 11.369304110470113;"{""coordinates"": [11.369304110470113, 44.50180126611061], ""type"": ""Point""}"
10553;44.50313240313702, 11.369091622131219;"{""coordinates"": [11.369091622131219, 44.50313240313702], ""type"": ""Point""}"
10558;44.503789797396465, 11.372046424364987;"{""coordinates"": [11.372046424364987, 44.503789797396465], ""type"": ""Point""}"
10561;44.504515765264244, 11.369874877735347;"{""coordinates"": [11.369874877735347, 44.504515765264244], ""type"": ""Point""}"
10568;44.50469457645537, 11.368453327241749;"{""coordinates"": [11.368453327241749, 44.50469457645537], ""type"": ""Point""}"
10555;44.50492863127317, 11.370837818994556;"{""coordinates"": [11.370837818994556, 44.50492863127317], ""type"": ""Point""}"
10570;44.50648177870448, 11.369607894283476;"{""coordinates"": [11.369607894283476, 44.50648177870448], ""type"": ""Point""}"
10559;44.50609077111863, 11.369490322238159;"{""coordinates"": [11.369490322238159, 44.50609077111863], ""type"": ""Point""}"
10567;44.50563060161155, 11.370606573668327;"{""coordinates"": [11.370606573668327, 44.50563060161155], ""type"": ""Point""}"
16449;44.47060505208993, 11.368203404432007;"{""coordinates"": [11.368203404432007, 44.47060505208993], ""type"": ""Point""}"
16450;44.47010468885993, 11.368228910485916;"{""coordinates"": [11.368228910485916, 44.47010468885993], ""type"": ""Point""}"
16451;44.47123328723079, 11.369267796369792;"{""coordinates"": [11.369267796369792, 44.47123328723079], ""type"": ""Point""}"
16452;44.47154954364326, 11.368990434277363;"{""coordinates"": [11.368990434277363, 44.47154954364326], ""type"": ""Point""}"
16453;44.47088221372311, 11.368973193207085;"{""coordinates"": [11.368973193207085, 44.47088221372311], ""type"": ""Point""}"
10654;44.51831806060285, 11.340738410306269;"{""coordinates"": [11.340738410306269, 44.51831806060285], ""type"": ""Point""}"
10653;44.51769548992173, 11.340690949176317;"{""coordinates"": [11.340690949176317, 44.51769548992173], ""type"": ""Point""}"
10345;44.516907635059006, 11.33916722997795;"{""coordinates"": [11.33916722997795, 44.516907635059006], ""type"": ""Point""}"
10649;44.51780491628801, 11.337823539928104;"{""coordinates"": [11.337823539928104, 44.51780491628801], ""type"": ""Point""}"
10645;44.519391641393455, 11.334097842018178;"{""coordinates"": [11.334097842018178, 44.519391641393455], ""type"": ""Point""}"
10660;44.5250943245832, 11.33223246869701;"{""coordinates"": [11.33223246869701, 44.5250943245832], ""type"": ""Point""}"
10661;44.525015088078014, 11.336301957298723;"{""coordinates"": [11.336301957298723, 44.525015088078014], ""type"": ""Point""}"
10346;44.51684986319968, 11.340637763559538;"{""coordinates"": [11.340637763559538, 44.51684986319968], ""type"": ""Point""}"
14176;44.50133068973277, 11.350722338248703;"{""coordinates"": [11.350722338248703, 44.50133068973277], ""type"": ""Point""}"
14209;44.547162343010164, 11.23991533485489;"{""coordinates"": [11.23991533485489, 44.547162343010164], ""type"": ""Point""}"
14180;44.5436450621415, 11.23754534447203;"{""coordinates"": [11.23754534447203, 44.5436450621415], ""type"": ""Point""}"
16471;44.45679690307935, 11.370861160687577;"{""coordinates"": [11.370861160687577, 44.45679690307935], ""type"": ""Point""}"
16474;44.47114757395347, 11.370637602406068;"{""coordinates"": [11.370637602406068, 44.47114757395347], ""type"": ""Point""}"
16475;44.47151262044146, 11.371164270416536;"{""coordinates"": [11.371164270416536, 44.47151262044146], ""type"": ""Point""}"
16476;44.470880257153475, 11.370779028388943;"{""coordinates"": [11.370779028388943, 44.470880257153475], ""type"": ""Point""}"
16477;44.47107647200279, 11.371304638079566;"{""coordinates"": [11.371304638079566, 44.47107647200279], ""type"": ""Point""}"
16481;44.46592315712929, 11.371264856335426;"{""coordinates"": [11.371264856335426, 44.46592315712929], ""type"": ""Point""}"
13320;44.53060848130081, 11.341736019720836;"{""coordinates"": [11.341736019720836, 44.53060848130081], ""type"": ""Point""}"
13326;44.52431941725009, 11.294718959100026;"{""coordinates"": [11.294718959100026, 44.52431941725009], ""type"": ""Point""}"
13330;44.526825739156855, 11.355557462197517;"{""coordinates"": [11.355557462197517, 44.526825739156855], ""type"": ""Point""}"
15245;44.528979197613495, 11.359156227088237;"{""coordinates"": [11.359156227088237, 44.528979197613495], ""type"": ""Point""}"
13338;44.52120556136619, 11.27864887494825;"{""coordinates"": [11.27864887494825, 44.52120556136619], ""type"": ""Point""}"
6724;44.47424043270262, 11.387328306533966;"{""coordinates"": [11.387328306533966, 44.47424043270262], ""type"": ""Point""}"
6749;44.4747547965222, 11.383140478792594;"{""coordinates"": [11.383140478792594, 44.4747547965222], ""type"": ""Point""}"
15891;44.476741557322555, 11.37929328155332;"{""coordinates"": [11.37929328155332, 44.476741557322555], ""type"": ""Point""}"
15307;44.47655478968414, 11.382060280742069;"{""coordinates"": [11.382060280742069, 44.47655478968414], ""type"": ""Point""}"
15308;44.47663955806608, 11.381988238596454;"{""coordinates"": [11.381988238596454, 44.47663955806608], ""type"": ""Point""}"
6770;44.47691654227117, 11.382962163371968;"{""coordinates"": [11.382962163371968, 44.47691654227117], ""type"": ""Point""}"
6765;44.47818493244355, 11.38192929007785;"{""coordinates"": [11.38192929007785, 44.47818493244355], ""type"": ""Point""}"
6302;44.48170110241032, 11.35514345672801;"{""coordinates"": [11.35514345672801, 44.48170110241032], ""type"": ""Point""}"
6336;44.48185601376313, 11.360402038025928;"{""coordinates"": [11.360402038025928, 44.48185601376313], ""type"": ""Point""}"
6335;44.482503585487976, 11.359448947751584;"{""coordinates"": [11.359448947751584, 44.482503585487976], ""type"": ""Point""}"
6326;44.48158549386829, 11.360896619227606;"{""coordinates"": [11.360896619227606, 44.48158549386829], ""type"": ""Point""}"
6341;44.48293639947871, 11.363748097488093;"{""coordinates"": [11.363748097488093, 44.48293639947871], ""type"": ""Point""}"
6343;44.483758372784344, 11.364454474380093;"{""coordinates"": [11.364454474380093, 44.483758372784344], ""type"": ""Point""}"
15088;44.5463633020922, 11.353977298950612;"{""coordinates"": [11.353977298950612, 44.5463633020922], ""type"": ""Point""}"
14190;44.54626629849735, 11.354502051928952;"{""coordinates"": [11.354502051928952, 44.54626629849735], ""type"": ""Point""}"
15086;44.54627341280849, 11.35367776307201;"{""coordinates"": [11.35367776307201, 44.54627341280849], ""type"": ""Point""}"
15488;44.55289880216107, 11.354166247017922;"{""coordinates"": [11.354166247017922, 44.55289880216107], ""type"": ""Point""}"
15103;44.54994860363524, 11.35427865130692;"{""coordinates"": [11.35427865130692, 44.54994860363524], ""type"": ""Point""}"
15102;44.54952415185185, 11.354484301918015;"{""coordinates"": [11.354484301918015, 44.54952415185185], ""type"": ""Point""}"
10671;44.51941756547222, 11.340753526898132;"{""coordinates"": [11.340753526898132, 44.51941756547222], ""type"": ""Point""}"
10670;44.51976323629265, 11.343417373872095;"{""coordinates"": [11.343417373872095, 44.51976323629265], ""type"": ""Point""}"
10668;44.52019525230588, 11.343614626434713;"{""coordinates"": [11.343614626434713, 44.52019525230588], ""type"": ""Point""}"
10674;44.518802785994055, 11.34256842076112;"{""coordinates"": [11.34256842076112, 44.518802785994055], ""type"": ""Point""}"
10681;44.51715905153808, 11.350665090688269;"{""coordinates"": [11.350665090688269, 44.51715905153808], ""type"": ""Point""}"
10686;44.51861481665296, 11.350241945857478;"{""coordinates"": [11.350241945857478, 44.51861481665296], ""type"": ""Point""}"
10682;44.518285084979986, 11.351362134722187;"{""coordinates"": [11.351362134722187, 44.518285084979986], ""type"": ""Point""}"
10680;44.518026300516745, 11.352237238528186;"{""coordinates"": [11.352237238528186, 44.518026300516745], ""type"": ""Point""}"
10684;44.51934021094536, 11.350301183039182;"{""coordinates"": [11.350301183039182, 44.51934021094536], ""type"": ""Point""}"
10153;44.52075992448386, 11.351262371290181;"{""coordinates"": [11.351262371290181, 44.52075992448386], ""type"": ""Point""}"
10663;44.52123575530994, 11.35164384458144;"{""coordinates"": [11.35164384458144, 44.52123575530994], ""type"": ""Point""}"
10662;44.52367165837016, 11.35360498542597;"{""coordinates"": [11.35360498542597, 44.52367165837016], ""type"": ""Point""}"
10704;44.5271748186089, 11.332539712039779;"{""coordinates"": [11.332539712039779, 44.5271748186089], ""type"": ""Point""}"
8938;44.52650687352391, 11.331629811956404;"{""coordinates"": [11.331629811956404, 44.52650687352391], ""type"": ""Point""}"
13396;44.51253830237444, 11.37921498233326;"{""coordinates"": [11.37921498233326, 44.51253830237444], ""type"": ""Point""}"
4706;44.497298613097584, 11.328082272435195;"{""coordinates"": [11.328082272435195, 44.497298613097584], ""type"": ""Point""}"
14160;44.491905821888814, 11.339673128189794;"{""coordinates"": [11.339673128189794, 44.491905821888814], ""type"": ""Point""}"
14163;44.49256453198804, 11.346003698912623;"{""coordinates"": [11.346003698912623, 44.49256453198804], ""type"": ""Point""}"
